file_name,hypothesis,rule
JoF_2000_2021_full_text\838.txt," executives would have produced opportunistic timing of director grants, even without having any desire to produce the latter outcome. If the opportunistic timing of director grants was a mere byproduct of the timing of executive grants, the likelihood of a CEO grant event being lucky would not be expected to be correlated with whether independent directors received an option grant on the same day. To test this hypothesis",6
JoF_2000_2021_full_text\838.txt,"th in lucky grants to the CEO and in the CEOs receiving higher compensation from other sources.To further explore the relation between CEO total compensation and timing practices, we test the hypothesis that directors who received lucky grants were less likely to resist higher CEO pay. Under this hypothesis, lucky grants to directors were associated with higher CEO compensation (relative to peers). To test this hypothesis",6
JoF_2000_2021_full_text\838.txt," some independent directors received opportunistically timed lucky grants themselves, we also examine the relation between the timing of director grants and the effectiveness of independent directors in limiting timing practices. In particular, we test the hypothesis that the association between board independence and lower odds of CEO luck weakened when independent directors received lucky grants. To test this hypothesis",6
JoF_2000_2021_full_text\838.txt,"performance‐based compensation via opportunistically timed options because such options are tax deductible. The possibility that backdating had been partly motivated by section 162(m) was stressed in a Wall Street Journal editorial (“Backdating to the Future,” October 12, 2006) and was one of the factors leading to hearings on the tax treatment of executive pay held by the Senate Finance Committee. To test this hypothesis",6
JoF_2000_2021_full_text\841.txt,"tes taxing both in‐state and out‐of‐state bonds participate in a national market, as do investors in bonds issued in U.S. territories, which are exempt from state taxes due to federal law. Two states, Utah and Indiana, exempt bonds from all states where their own bonds are not taxed. Other factors equal, we would expect less competition among dealers in markets for bonds issued in segmented states. To test this hypothesis",6
JoF_2000_2021_full_text\85.txt,"We hypothesize that a similar effect may arise when the fast speculator has advance information about imminent noise trades, rather than about imminent news. 41 We calculate quote‐to‐trade ratios as described in Roşu, Sojli, and Tham (2018).",2
JoF_2000_2021_full_text\864.txt,"arable customers of the outside banks have to pay more (i.e., if the rate cut were permanent, we would have found no systematic differences in the loan rates between similar new and existing customers). In other words, our findings suggest that after winning the firm with an attractive offer, the outside bank starts behaving like an inside bank, extracting rents from good firms, consistent with H3. To test this hypothesis",6
JoF_2000_2021_full_text\865.txt,We hypothesize that the size of Total accruals correlates with the materiality of the financial misrepresentation.,2
JoF_2000_2021_full_text\868.txt,"we hypothesize that the information is likely to be about local stocks with high levels of information asymmetries. However, when we focus only on these types of stocks, individual buys do not predict future price increases. Individual sells do not predict future price decreases. In fact, we see the opposite. D.",2
JoF_2000_2021_full_text\868.txt,"We hypothesize that if individuals have valuable information about a stock, it is likely that the stock is local and has a high level of information asymmetries (i.e., the stock is not in the S&P 500 index). Even when we constrain our analysis to only these local, non‐S&P 500 stocks, buys do not outperform sells.",2
JoF_2000_2021_full_text\874.txt,We test the hypothesis that recommendations issued on stocks with school ties outperform recommendations issued on stocks without ties.To assess the relative performance of sell‐side recommendations we use a standard calendar time portfolio approach.,5
JoF_2000_2021_full_text\874.txt,we test the hypothesis that the information advantage gained by linked analysts is related to information that would allow an analyst to better predict earnings per share numbers reported by firms.,5
JoF_2000_2021_full_text\874.txt,we test the hypothesis that school ties between analysts and senior corporate officers impart comparative information advantages in the production of analyst research. Our main result is that equity analysts outperform on their stock recommendations when they have an educational link to that company.,5
JoF_2000_2021_full_text\875.txt,"we can reject the hypothesis that expected returns and expected dividend growth rates are equally persistent. Rather, we find that expected dividend growth rates are less persistent than expected returns.Footnotes1 See also Cochrane (1994) and Lettau and Ludvigson (2005).",5
